Date,Hour,MachineID,ProductID,LocationID,PlannedUnits,ActualUnits,DowntimeMinutes,DefectUnits
2025-03-19,17,M04,P05,L02,168,131,0,0
2025-03-19,17,M05,P02,L04,130,86,19,3
2025-03-19,17,M06,P03,L01,105,122,26,1
2025-03-19,17,M07,P01,L05,143,112,2,5
2025-03-19,17,M08,P05,L05,140,95,5,2
2025-03-19,17,M09,P04,L02,184,179,18,8
2025-03-19,17,M10,P05,L03,108,123,4,0
2025-03-19,18,M01,P04,L01,177,118,18,7
2025-03-19,18,M02,P03,L03,195,192,1,1
2025-03-19,18,M03,P01,L04,104,160,27,1
2025-03-19,18,M04,P02,L05,131,98,19,9
2025-03-19,18,M05,P01,L05,159,89,26,1
2025-03-19,18,M06,P03,L05,193,158,26,7
2025-03-19,18,M07,P03,L05,172,152,11,6
2025-03-19,18,M08,P04,L04,198,115,14,5
2025-03-19,18,M09,P02,L01,121,173,24,3
2025-03-19,18,M10,P05,L03,170,81,25,3
2025-03-19,19,M01,P03,L02,197,117,10,8
2025-03-19,19,M02,P03,L04,131,169,22,8
2025-03-19,19,M03,P01,L02,195,199,20,8
2025-03-19,19,M04,P05,L03,145,152,24,2
2025-03-19,19,M05,P04,L04,129,134,21,3
2025-03-19,19,M06,P04,L05,103,122,12,9
2025-03-19,19,M07,P02,L04,173,112,5,0
2025-03-19,19,M08,P05,L01,117,104,23,3
2025-03-19,19,M09,P04,L03,141,163,11,8
2025-03-19,19,M10,P02,L04,190,104,6,4
2025-03-19,20,M01,P05,L02,132,86,18,7
2025-03-19,20,M02,P04,L05,104,173,18,6
2025-03-19,20,M03,P01,L04,197,86,10,1
2025-03-19,20,M04,P02,L04,106,170,14,2
2025-03-19,20,M05,P02,L02,127,145,10,5
2025-03-19,20,M06,P01,L02,182,154,23,7
2025-03-19,20,M07,P05,L04,111,171,22,4
2025-03-19,20,M08,P04,L03,136,107,11,4
2025-03-19,20,M09,P03,L04,105,148,9,4
2025-03-19,20,M10,P04,L04,114,146,22,4
2025-03-19,21,M01,P04,L04,106,80,7,0
2025-03-19,21,M02,P03,L04,138,154,10,5
2025-03-19,21,M03,P05,L05,114,171,5,6
2025-03-19,21,M04,P03,L03,179,155,18,6
2025-03-19,21,M05,P02,L03,145,189,21,1
2025-03-19,21,M06,P01,L04,159,100,29,3
2025-03-19,21,M07,P03,L03,169,99,11,9
2025-03-19,21,M08,P04,L02,143,160,7,3
2025-03-19,21,M09,P05,L02,120,91,29,0
2025-03-19,21,M10,P04,L02,151,168,25,3
2025-03-19,22,M01,P02,L02,193,140,3,7
2025-03-19,22,M02,P02,L05,167,138,26,0
2025-03-19,22,M03,P02,L05,111,101,29,9
2025-03-19,22,M04,P02,L01,106,184,14,9
2025-03-19,22,M05,P05,L04,142,193,1,3
2025-03-19,22,M06,P02,L03,119,92,24,8
2025-03-19,22,M07,P03,L04,146,91,27,0
2025-03-19,22,M08,P03,L04,180,183,13,8
2025-03-19,22,M09,P05,L01,165,139,6,3
2025-03-19,22,M10,P02,L03,103,131,14,9
2025-03-19,23,M01,P03,L03,149,168,22,0
2025-03-19,23,M02,P02,L05,166,188,2,6
2025-03-19,23,M03,P04,L03,158,167,17,0
2025-03-19,23,M04,P03,L04,108,111,13,5
2025-03-19,23,M05,P04,L05,177,107,11,5
2025-03-19,23,M06,P05,L01,134,124,27,4
2025-03-19,23,M07,P05,L03,186,85,13,5
2025-03-19,23,M08,P04,L04,150,185,22,2
2025-03-19,23,M09,P01,L01,105,189,27,6
2025-03-19,23,M10,P03,L03,192,126,11,0
2025-03-19,24,M01,P03,L03,176,183,12,7
2025-03-19,24,M02,P04,L05,104,156,22,2
2025-03-19,24,M03,P05,L02,114,145,5,0
2025-03-19,24,M04,P01,L02,154,126,25,7
2025-03-19,24,M05,P03,L02,130,113,8,6
2025-03-19,24,M06,P02,L03,100,166,13,8
2025-03-19,24,M07,P01,L05,107,119,5,2
2025-03-19,24,M08,P01,L04,195,138,5,6
2025-03-19,24,M09,P02,L04,108,180,1,6
2025-03-19,24,M10,P03,L03,193,171,22,4
2025-03-20,1,M01,P05,L03,161,171,17,6
2025-03-20,1,M02,P03,L01,121,117,13,5
2025-03-20,1,M03,P03,L05,102,96,19,6
2025-03-20,1,M04,P02,L01,189,193,20,7
2025-03-20,1,M05,P01,L05,116,116,15,1
2025-03-20,1,M06,P03,L04,117,120,20,0
2025-03-20,1,M07,P05,L03,146,151,3,7
2025-03-20,1,M08,P01,L05,155,154,11,6
2025-03-20,1,M09,P03,L03,101,96,9,9
2025-03-20,1,M10,P01,L05,185,124,13,0
2025-03-20,2,M01,P04,L02,152,96,12,7
2025-03-20,2,M02,P05,L01,199,128,3,3
2025-03-20,2,M03,P05,L04,141,106,2,6
2025-03-20,2,M04,P03,L03,197,121,10,9
2025-03-20,2,M05,P04,L05,132,108,17,6
2025-03-20,2,M06,P03,L02,146,91,19,7
2025-03-20,2,M07,P01,L05,176,189,13,0
2025-03-20,2,M08,P04,L01,172,182,8,1
2025-03-20,2,M09,P04,L01,155,155,3,2
2025-03-20,2,M10,P01,L05,167,83,11,0
2025-03-20,3,M01,P03,L03,189,84,27,1
2025-03-20,3,M02,P02,L01,175,169,11,9
2025-03-20,3,M03,P03,L04,126,132,22,4
2025-03-20,3,M04,P02,L05,144,154,2,5
2025-03-20,3,M05,P05,L05,132,96,25,8
2025-03-20,3,M06,P03,L03,165,113,15,8
2025-03-20,3,M07,P05,L04,121,125,2,6
2025-03-20,3,M08,P05,L02,114,83,23,1
2025-03-20,3,M09,P02,L01,197,159,7,0
2025-03-20,3,M10,P02,L01,180,114,20,7
2025-03-20,4,M01,P04,L05,157,180,12,4
2025-03-20,4,M02,P01,L01,176,122,16,7
2025-03-20,4,M03,P04,L05,104,134,13,5
2025-03-20,4,M04,P05,L02,167,142,15,3
2025-03-20,4,M05,P05,L03,180,146,23,5
2025-03-20,4,M06,P02,L03,185,189,2,6
2025-03-20,4,M07,P02,L03,199,146,15,7
2025-03-20,4,M08,P04,L04,161,181,21,5
2025-03-20,4,M09,P04,L02,139,157,6,1
2025-03-20,4,M10,P01,L03,173,182,5,8
2025-03-20,5,M01,P01,L03,104,84,21,2
2025-03-20,5,M02,P04,L04,189,85,20,9
2025-03-20,5,M03,P01,L03,137,109,4,9
2025-03-20,5,M04,P04,L01,159,93,2,3
2025-03-20,5,M05,P04,L04,124,87,24,3
2025-03-20,5,M06,P04,L03,144,180,14,1
2025-03-20,5,M07,P02,L05,195,121,17,6
2025-03-20,5,M08,P04,L02,153,184,12,9
2025-03-20,5,M09,P01,L03,102,82,28,2
2025-03-20,5,M10,P03,L04,134,132,15,7
2025-03-20,6,M01,P02,L03,137,192,3,0
2025-03-20,6,M02,P03,L02,120,120,26,8
2025-03-20,6,M03,P05,L03,155,141,17,8
2025-03-20,6,M04,P02,L04,129,155,6,5
2025-03-20,6,M05,P04,L01,105,137,13,4
2025-03-20,6,M06,P01,L04,124,106,27,3
2025-03-20,6,M07,P01,L05,190,86,19,3
2025-03-20,6,M08,P05,L04,127,119,2,4
2025-03-20,6,M09,P03,L05,158,99,8,2
2025-03-20,6,M10,P01,L02,109,192,26,4
2025-03-20,7,M01,P03,L05,142,167,6,0
2025-03-20,7,M02,P02,L03,161,106,8,2
2025-03-20,7,M03,P05,L01,190,179,20,1
2025-03-20,7,M04,P02,L05,123,197,20,1
2025-03-20,7,M05,P04,L03,192,139,3,4
2025-03-20,7,M06,P01,L02,124,184,20,3
2025-03-20,7,M07,P05,L01,104,119,20,1
2025-03-20,7,M08,P02,L03,160,153,8,6
2025-03-20,7,M09,P05,L03,189,135,0,8
2025-03-20,7,M10,P02,L02,171,94,13,5
2025-03-20,8,M01,P05,L04,179,125,24,6
2025-03-20,8,M02,P01,L04,195,191,1,0
2025-03-20,8,M03,P05,L01,189,128,2,5
2025-03-20,8,M04,P01,L01,183,128,25,8
2025-03-20,8,M05,P02,L02,193,83,6,1
2025-03-20,8,M06,P05,L01,108,104,7,2
2025-03-20,8,M07,P03,L01,117,189,26,6
2025-03-20,8,M08,P02,L03,152,177,14,7
2025-03-20,8,M09,P02,L05,156,145,12,3
2025-03-20,8,M10,P03,L01,133,133,0,4
2025-03-20,9,M01,P05,L03,140,80,24,0
2025-03-20,9,M02,P04,L05,180,199,6,2
2025-03-20,9,M03,P02,L05,189,148,4,8
2025-03-20,9,M04,P03,L05,117,98,5,0
2025-03-20,9,M05,P02,L05,117,97,2,9
2025-03-20,9,M06,P03,L02,124,178,6,2
2025-03-20,9,M07,P04,L01,153,95,19,4
2025-03-20,9,M08,P03,L05,162,124,11,7
2025-03-20,9,M09,P04,L05,104,156,14,8
2025-03-20,9,M10,P04,L01,113,170,9,6
2025-03-20,10,M01,P05,L05,191,123,12,3
2025-03-20,10,M02,P05,L03,164,143,3,0
2025-03-20,10,M03,P02,L04,176,168,20,8
2025-03-20,10,M04,P02,L01,198,83,4,5
2025-03-20,10,M05,P04,L03,191,122,10,6
2025-03-20,10,M06,P04,L05,112,111,9,4
2025-03-20,10,M07,P01,L03,183,118,14,2
2025-03-20,10,M08,P05,L04,180,179,15,9
2025-03-20,10,M09,P04,L03,125,99,12,6
2025-03-20,10,M10,P03,L03,149,197,21,0
2025-03-20,11,M01,P02,L01,188,198,18,9
2025-03-20,11,M02,P03,L02,140,156,17,3
2025-03-20,11,M03,P05,L02,107,82,13,6
2025-03-20,11,M04,P03,L01,110,176,10,5
2025-03-20,11,M05,P02,L03,191,184,25,9
2025-03-20,11,M06,P03,L02,131,115,9,4
2025-03-20,11,M07,P02,L03,170,196,24,1
2025-03-20,11,M08,P01,L01,107,132,2,9
2025-03-20,11,M09,P01,L05,157,98,13,5
2025-03-20,11,M10,P04,L04,171,137,5,9
2025-03-20,12,M01,P03,L04,168,157,8,3
2025-03-20,12,M02,P02,L04,188,195,19,7
2025-03-20,12,M03,P01,L04,161,115,19,1
2025-03-20,12,M04,P05,L03,194,125,8,4
2025-03-20,12,M05,P03,L04,157,169,16,6
2025-03-20,12,M06,P02,L01,167,199,8,8
2025-03-20,12,M07,P01,L02,199,117,17,5
2025-03-20,12,M08,P05,L01,115,165,20,1
2025-03-20,12,M09,P03,L04,140,193,4,2
2025-03-20,12,M10,P02,L02,187,89,24,5
2025-03-20,13,M01,P05,L05,105,93,29,6
2025-03-20,13,M02,P04,L01,144,171,6,9
2025-03-20,13,M03,P02,L02,128,141,7,6
2025-03-20,13,M04,P01,L02,121,97,4,0
2025-03-20,13,M05,P02,L05,125,96,3,8
2025-03-20,13,M06,P02,L04,168,117,16,7
2025-03-20,13,M07,P01,L01,118,116,0,0
2025-03-20,13,M08,P05,L02,132,96,0,2
2025-03-20,13,M09,P04,L05,187,184,15,4
2025-03-20,13,M10,P03,L04,119,158,9,8
2025-03-20,14,M01,P03,L04,177,118,24,9
2025-03-20,14,M02,P04,L02,130,152,27,1
2025-03-20,14,M03,P04,L05,146,124,0,1
2025-03-20,14,M04,P04,L04,122,99,0,5
2025-03-20,14,M05,P03,L01,138,86,29,0
2025-03-20,14,M06,P01,L02,148,183,3,9
2025-03-20,14,M07,P03,L05,111,199,13,4
2025-03-20,14,M08,P01,L01,166,86,14,6
2025-03-20,14,M09,P02,L03,125,155,26,3
2025-03-20,14,M10,P02,L05,114,123,26,4
2025-03-20,15,M01,P04,L02,105,183,3,9
2025-03-20,15,M02,P01,L05,193,119,28,6
2025-03-20,15,M03,P04,L04,106,192,14,4
2025-03-20,15,M04,P05,L02,168,181,13,5
2025-03-20,15,M05,P02,L05,199,84,25,6
2025-03-20,15,M06,P02,L02,120,145,1,1
2025-03-20,15,M07,P05,L03,108,93,3,0
2025-03-20,15,M08,P03,L01,131,174,9,6
2025-03-20,15,M09,P02,L01,168,126,9,1
2025-03-20,15,M10,P05,L05,193,93,24,2
2025-03-20,16,M01,P05,L04,122,102,20,9
2025-03-20,16,M02,P04,L05,172,118,21,2
2025-03-20,16,M03,P04,L05,120,161,4,6
2025-03-20,16,M04,P05,L02,189,159,27,2
2025-03-20,16,M05,P01,L04,108,173,18,9
2025-03-20,16,M06,P01,L04,112,100,10,9
2025-03-20,16,M07,P03,L05,168,160,22,4
2025-03-20,16,M08,P04,L01,148,151,13,0
2025-03-20,16,M09,P05,L01,193,145,29,7
2025-03-20,16,M10,P03,L01,112,121,23,9
2025-03-20,17,M01,P03,L05,159,140,25,3
2025-03-20,17,M02,P01,L02,170,141,28,3
2025-03-20,17,M03,P05,L03,142,107,20,1
2025-03-20,17,M04,P03,L05,114,194,4,0
2025-03-20,17,M05,P01,L01,147,190,23,1
2025-03-20,17,M06,P02,L02,168,133,15,4
2025-03-20,17,M07,P01,L04,143,112,10,7
2025-03-20,17,M08,P05,L04,174,107,10,2
2025-03-20,17,M09,P05,L03,195,170,28,1
2025-03-20,17,M10,P01,L03,154,137,20,2
2025-03-20,18,M01,P04,L05,188,148,18,6
2025-03-20,18,M02,P05,L04,166,143,25,2
2025-03-20,18,M03,P04,L05,109,130,5,0
2025-03-20,18,M04,P04,L01,115,150,17,8
2025-03-20,18,M05,P03,L01,170,132,6,6
2025-03-20,18,M06,P03,L03,111,82,6,6
2025-03-20,18,M07,P02,L02,104,120,16,4
2025-03-20,18,M08,P03,L05,123,166,27,0
2025-03-20,18,M09,P05,L01,152,96,0,7
2025-03-20,18,M10,P01,L03,169,94,14,5
2025-03-20,19,M01,P02,L05,187,181,22,1
2025-03-20,19,M02,P03,L02,157,171,22,7
2025-03-20,19,M03,P03,L04,176,154,29,5
2025-03-20,19,M04,P03,L01,167,158,15,7
2025-03-20,19,M05,P02,L05,193,121,5,9
2025-03-20,19,M06,P03,L03,117,165,18,1
2025-03-20,19,M07,P01,L01,135,100,29,5
2025-03-20,19,M08,P04,L04,131,137,5,6
2025-03-20,19,M09,P03,L04,171,87,19,7
2025-03-20,19,M10,P04,L05,140,196,18,6
2025-03-20,20,M01,P04,L05,171,170,10,2
2025-03-20,20,M02,P05,L01,159,190,8,2
2025-03-20,20,M03,P02,L04,147,163,25,9
2025-03-20,20,M04,P02,L03,124,94,10,5
2025-03-20,20,M05,P05,L02,106,141,29,0
2025-03-20,20,M06,P04,L05,100,101,4,2
2025-03-20,20,M07,P01,L04,188,117,21,8
2025-03-20,20,M08,P01,L02,109,178,23,1
2025-03-20,20,M09,P02,L04,119,195,11,6
2025-03-20,20,M10,P04,L01,192,106,28,8
2025-03-20,21,M01,P02,L04,170,136,10,9
2025-03-20,21,M02,P04,L02,190,133,21,9
2025-03-20,21,M03,P05,L03,183,111,19,4
2025-03-20,21,M04,P03,L05,189,90,28,3
2025-03-20,21,M05,P05,L03,165,141,22,5
2025-03-20,21,M06,P05,L04,165,94,0,7
2025-03-20,21,M07,P05,L01,172,83,26,9
2025-03-20,21,M08,P05,L04,112,100,10,9
2025-03-20,21,M09,P05,L04,158,148,20,8
2025-03-20,21,M10,P04,L01,163,134,16,0
2025-03-20,22,M01,P05,L03,175,104,24,0
2025-03-20,22,M02,P03,L03,148,112,14,8
2025-03-20,22,M03,P01,L02,169,177,4,2
2025-03-20,22,M04,P05,L02,169,90,10,7
2025-03-20,22,M05,P04,L04,189,137,2,7
2025-03-20,22,M06,P02,L05,124,109,7,8
2025-03-20,22,M07,P05,L02,156,114,26,3
2025-03-20,22,M08,P05,L04,198,100,8,2
2025-03-20,22,M09,P04,L04,177,144,7,2
2025-03-20,22,M10,P05,L05,171,128,5,2
2025-03-20,23,M01,P04,L05,159,140,29,8
2025-03-20,23,M02,P05,L03,119,114,25,2
2025-03-20,23,M03,P03,L04,140,190,11,5
2025-03-20,23,M04,P02,L01,190,120,10,2
2025-03-20,23,M05,P03,L02,122,117,8,2
2025-03-20,23,M06,P03,L02,115,147,4,5
2025-03-20,23,M07,P02,L04,163,98,24,2
2025-03-20,23,M08,P02,L03,130,98,22,0
2025-03-20,23,M09,P05,L01,112,138,24,7
2025-03-20,23,M10,P02,L02,108,127,3,8
2025-03-20,24,M01,P01,L04,160,199,10,9
2025-03-20,24,M02,P04,L02,168,139,28,3
2025-03-20,24,M03,P01,L01,186,169,13,3
2025-03-20,24,M04,P01,L04,179,94,7,1
2025-03-20,24,M05,P04,L02,162,103,1,1
2025-03-20,24,M06,P04,L04,188,184,7,6
2025-03-20,24,M07,P04,L05,160,123,22,2
2025-03-20,24,M08,P02,L04,187,124,10,7
2025-03-20,24,M09,P01,L03,106,108,2,7
2025-03-20,24,M10,P01,L03,196,195,13,1
2025-03-21,1,M01,P02,L03,178,154,29,7
2025-03-21,1,M02,P05,L01,195,117,19,7
2025-03-21,1,M03,P05,L03,154,96,13,3
2025-03-21,1,M04,P04,L02,197,90,13,1
2025-03-21,1,M05,P04,L02,174,198,8,7
2025-03-21,1,M06,P03,L04,147,151,21,4
2025-03-21,1,M07,P02,L01,144,137,10,0
2025-03-21,1,M08,P04,L01,102,169,17,6
2025-03-21,1,M09,P02,L02,138,144,16,9
2025-03-21,1,M10,P05,L04,174,113,26,9
2025-03-21,2,M01,P05,L04,165,182,9,1
2025-03-21,2,M02,P04,L01,103,176,13,7
2025-03-21,2,M03,P02,L01,143,139,25,3
2025-03-21,2,M04,P03,L02,185,142,5,0
2025-03-21,2,M05,P05,L04,199,102,14,5
2025-03-21,2,M06,P05,L01,170,146,3,6
2025-03-21,2,M07,P01,L01,188,166,10,4
2025-03-21,2,M08,P03,L01,191,182,25,8
2025-03-21,2,M09,P03,L03,194,132,9,2
2025-03-21,2,M10,P02,L01,187,187,18,4
2025-03-21,3,M01,P03,L01,138,108,15,6
2025-03-21,3,M02,P03,L04,168,149,16,0
2025-03-21,3,M03,P02,L04,195,198,22,7
2025-03-21,3,M04,P05,L03,146,102,27,5
2025-03-21,3,M05,P02,L05,121,143,9,3
2025-03-21,3,M06,P04,L04,171,99,2,6
2025-03-21,3,M07,P03,L03,132,194,13,2
2025-03-21,3,M08,P04,L02,125,120,9,4
2025-03-21,3,M09,P02,L02,110,160,7,6
2025-03-21,3,M10,P05,L03,171,176,5,4
2025-03-21,4,M01,P02,L05,155,137,17,1
2025-03-21,4,M02,P03,L01,181,135,19,9
2025-03-21,4,M03,P05,L02,192,194,8,7
2025-03-21,4,M04,P01,L05,145,81,27,6
2025-03-21,4,M05,P03,L04,150,162,14,3
2025-03-21,4,M06,P05,L05,125,176,25,5
2025-03-21,4,M07,P03,L03,114,124,14,1
2025-03-21,4,M08,P05,L02,140,160,17,9
2025-03-21,4,M09,P04,L01,126,105,24,4
2025-03-21,4,M10,P04,L05,172,147,14,3
2025-03-21,5,M01,P02,L02,179,80,18,9
2025-03-21,5,M02,P04,L03,161,171,7,8
2025-03-21,5,M03,P04,L01,134,114,11,7
2025-03-21,5,M04,P05,L05,126,126,7,5
2025-03-21,5,M05,P01,L02,108,148,23,9
2025-03-21,5,M06,P04,L05,167,111,2,1
2025-03-21,5,M07,P03,L02,111,179,14,0
2025-03-21,5,M08,P05,L03,163,105,16,2
2025-03-21,5,M09,P04,L01,191,145,2,3
2025-03-21,5,M10,P05,L05,138,157,5,4
2025-03-21,6,M01,P05,L05,116,119,6,2
2025-03-21,6,M02,P01,L02,184,104,14,8
2025-03-21,6,M03,P03,L03,112,175,13,8
2025-03-21,6,M04,P03,L03,180,138,11,2
2025-03-21,6,M05,P05,L05,109,151,22,9
2025-03-21,6,M06,P05,L01,165,104,25,7
2025-03-21,6,M07,P03,L02,162,103,15,3
2025-03-21,6,M08,P05,L02,151,117,13,7
2025-03-21,6,M09,P05,L03,182,151,7,5
2025-03-21,6,M10,P03,L02,142,194,22,7
2025-03-21,7,M01,P03,L04,105,145,0,8
2025-03-21,7,M02,P01,L03,184,144,17,0
2025-03-21,7,M03,P01,L02,125,149,10,1
2025-03-21,7,M04,P02,L01,166,140,7,8
2025-03-21,7,M05,P05,L02,185,124,11,9
2025-03-21,7,M06,P05,L04,129,125,5,1
2025-03-21,7,M07,P01,L04,154,133,29,3
2025-03-21,7,M08,P01,L02,192,86,14,3
2025-03-21,7,M09,P05,L03,113,153,23,5
2025-03-21,7,M10,P05,L02,134,171,7,1
2025-03-21,8,M01,P03,L02,185,166,9,8
2025-03-21,8,M02,P04,L05,126,192,25,1
2025-03-21,8,M03,P02,L01,131,180,9,2
2025-03-21,8,M04,P04,L05,115,142,9,4
2025-03-21,8,M05,P05,L03,182,122,16,6
2025-03-21,8,M06,P04,L04,161,111,26,6
2025-03-21,8,M07,P02,L03,174,98,22,2
2025-03-21,8,M08,P01,L02,171,88,23,9
2025-03-21,8,M09,P02,L03,164,111,7,6
2025-03-21,8,M10,P03,L04,198,189,21,4
2025-03-21,9,M01,P05,L03,160,131,28,4
2025-03-21,9,M02,P05,L05,141,124,29,9
2025-03-21,9,M03,P02,L02,173,158,26,9
2025-03-21,9,M04,P02,L02,151,106,18,3
2025-03-21,9,M05,P02,L05,174,82,6,8
2025-03-21,9,M06,P01,L01,175,161,8,4
2025-03-21,9,M07,P05,L02,181,94,14,5
2025-03-21,9,M08,P04,L05,173,105,26,5
2025-03-21,9,M09,P03,L01,179,144,17,8
2025-03-21,9,M10,P01,L03,110,184,21,1
2025-03-21,10,M01,P03,L02,194,156,25,1
2025-03-21,10,M02,P02,L05,178,87,21,3
2025-03-21,10,M03,P01,L05,168,98,16,1
2025-03-21,10,M04,P01,L05,161,140,24,6
2025-03-21,10,M05,P02,L02,134,122,2,0
2025-03-21,10,M06,P04,L03,161,111,16,2
2025-03-21,10,M07,P04,L03,184,130,25,2
2025-03-21,10,M08,P01,L01,174,176,22,6
2025-03-21,10,M09,P03,L02,139,185,3,3
2025-03-21,10,M10,P05,L03,190,135,5,7
2025-03-21,11,M01,P03,L05,148,114,19,3
2025-03-21,11,M02,P02,L03,118,119,12,8
2025-03-21,11,M03,P01,L02,183,192,2,6
2025-03-21,11,M04,P01,L04,192,120,10,9
2025-03-21,11,M05,P02,L02,171,188,8,5
2025-03-21,11,M06,P01,L04,181,135,1,6
2025-03-21,11,M07,P01,L04,109,131,10,7
2025-03-21,11,M08,P03,L02,164,199,28,8
2025-03-21,11,M09,P04,L05,128,195,17,0
2025-03-21,11,M10,P01,L04,164,179,11,4
2025-03-21,12,M01,P02,L02,112,144,7,0
2025-03-21,12,M02,P03,L04,124,108,2,4
2025-03-21,12,M03,P05,L05,117,196,17,7
2025-03-21,12,M04,P05,L01,169,171,29,3
2025-03-21,12,M05,P02,L02,110,100,4,0
2025-03-21,12,M06,P02,L02,199,189,4,9
2025-03-21,12,M07,P03,L04,183,157,4,2
2025-03-21,12,M08,P05,L04,117,188,11,2
2025-03-21,12,M09,P02,L01,170,100,13,6
2025-03-21,12,M10,P01,L05,113,82,8,6
2025-03-21,13,M01,P03,L05,189,147,19,5
2025-03-21,13,M02,P01,L03,187,120,8,2
2025-03-21,13,M03,P05,L03,157,159,8,7
2025-03-21,13,M04,P05,L03,174,107,9,3
2025-03-21,13,M05,P05,L03,198,85,16,0
2025-03-21,13,M06,P01,L03,126,109,24,9
2025-03-21,13,M07,P01,L04,131,153,11,4
2025-03-21,13,M08,P04,L04,185,95,17,6
2025-03-21,13,M09,P04,L04,101,152,11,2
2025-03-21,13,M10,P04,L02,155,104,28,6
2025-03-21,14,M01,P02,L01,140,84,29,6
2025-03-21,14,M02,P01,L05,161,198,27,8
2025-03-21,14,M03,P04,L05,136,147,24,9
2025-03-21,14,M04,P05,L04,195,196,10,4
2025-03-21,14,M05,P05,L05,186,107,27,9
2025-03-21,14,M06,P01,L03,189,115,19,8
2025-03-21,14,M07,P04,L04,142,134,26,7
2025-03-21,14,M08,P01,L01,126,80,9,4
2025-03-21,14,M09,P03,L01,128,81,17,6
2025-03-21,14,M10,P05,L05,168,145,6,6
2025-03-21,15,M01,P02,L04,115,101,26,4
2025-03-21,15,M02,P04,L04,112,87,13,7
2025-03-21,15,M03,P05,L04,190,115,8,4
2025-03-21,15,M04,P04,L04,117,165,4,5
2025-03-21,15,M05,P05,L01,186,143,27,0
2025-03-21,15,M06,P05,L03,144,113,14,5
2025-03-21,15,M07,P03,L01,160,173,2,3
2025-03-21,15,M08,P05,L05,168,192,23,9
2025-03-21,15,M09,P02,L02,173,131,7,0
2025-03-21,15,M10,P04,L01,160,163,25,8
2025-03-21,16,M01,P02,L04,173,170,23,4
2025-03-21,16,M02,P05,L05,185,118,8,5
2025-03-21,16,M03,P01,L01,116,105,4,5
2025-03-21,16,M04,P05,L01,166,195,8,0
2025-03-21,16,M05,P02,L03,165,150,5,6
2025-03-21,16,M06,P04,L01,109,168,28,5
2025-03-21,16,M07,P02,L03,144,181,9,1
2025-03-21,16,M08,P03,L05,126,196,26,3
2025-03-21,16,M09,P05,L01,127,145,6,5
2025-03-21,16,M10,P04,L03,191,103,21,4
2025-03-21,17,M01,P04,L02,133,130,6,5
2025-03-21,17,M02,P05,L01,158,120,0,2
2025-03-21,17,M03,P05,L05,131,131,13,4
2025-03-21,17,M04,P03,L01,168,136,2,9
2025-03-21,17,M05,P02,L01,185,149,22,5
2025-03-21,17,M06,P04,L02,165,88,29,4
2025-03-21,17,M07,P04,L03,150,152,4,9
2025-03-21,17,M08,P01,L02,139,192,26,2
2025-03-21,17,M09,P02,L03,111,169,3,2
2025-03-21,17,M10,P01,L03,104,173,23,6
2025-03-21,18,M01,P05,L03,104,151,21,2
2025-03-21,18,M02,P02,L01,106,94,13,1
2025-03-21,18,M03,P02,L02,170,89,19,8
2025-03-21,18,M04,P02,L02,169,147,7,4
2025-03-21,18,M05,P05,L04,190,88,13,8
2025-03-21,18,M06,P05,L02,121,184,7,0
2025-03-21,18,M07,P01,L02,185,196,22,3
2025-03-21,18,M08,P02,L01,162,143,13,7
2025-03-21,18,M09,P01,L01,150,135,23,1
2025-03-21,18,M10,P01,L05,135,141,17,4
2025-03-21,19,M01,P02,L04,141,180,0,9
2025-03-21,19,M02,P05,L04,121,184,28,0
2025-03-21,19,M03,P03,L03,194,116,0,6
2025-03-21,19,M04,P02,L01,163,137,2,0
2025-03-21,19,M05,P04,L01,154,185,8,8
2025-03-21,19,M06,P05,L03,126,111,8,9
2025-03-21,19,M07,P04,L05,106,101,21,2
2025-03-21,19,M08,P02,L04,176,165,9,5
2025-03-21,19,M09,P04,L05,157,84,29,6
2025-03-21,19,M10,P05,L04,183,99,8,9
2025-03-21,20,M01,P02,L01,196,129,11,2
2025-03-21,20,M02,P03,L03,172,138,17,0
2025-03-21,20,M03,P04,L01,154,97,1,7
2025-03-21,20,M04,P05,L04,103,100,26,7
2025-03-21,20,M05,P03,L03,163,115,26,6
2025-03-21,20,M06,P02,L04,165,120,25,7
2025-03-21,20,M07,P01,L03,167,179,7,3
2025-03-21,20,M08,P01,L03,161,134,13,9
2025-03-21,20,M09,P05,L03,163,99,29,9
2025-03-21,20,M10,P05,L03,189,162,7,5
2025-03-21,21,M01,P01,L04,179,137,0,2
2025-03-21,21,M02,P04,L02,194,123,15,0
2025-03-21,21,M03,P04,L05,132,87,8,1
2025-03-21,21,M04,P03,L05,115,115,21,6
2025-03-21,21,M05,P01,L05,138,198,20,1
2025-03-21,21,M06,P01,L02,199,115,22,4
2025-03-21,21,M07,P01,L04,168,147,2,0
2025-03-21,21,M08,P04,L01,166,151,22,5
2025-03-21,21,M09,P02,L03,164,195,3,8
2025-03-21,21,M10,P03,L04,124,157,17,0
2025-03-21,22,M01,P01,L02,126,88,11,7
2025-03-21,22,M02,P02,L03,148,93,9,3
2025-03-21,22,M03,P02,L03,147,181,4,0
2025-03-21,22,M04,P05,L02,104,163,17,6
2025-03-21,22,M05,P03,L01,176,145,16,1
2025-03-21,22,M06,P03,L05,132,180,22,8
2025-03-21,22,M07,P05,L02,128,116,10,8
2025-03-21,22,M08,P03,L05,102,126,29,1
2025-03-21,22,M09,P04,L01,172,127,19,7
